from_bus_number,to_bus_number,from_area,to_area,category,dist,dela_dist,x,r,b,s1,s2,s3,fixed_cost
4038,4099,4,4,115_line,32.43,2,0.094798,0.02002,0.03741,129.4,173.7,228.5,54.3
4038,4104,4,4,115_line,40.52,3,0.14971,0.03803,0.03782,129.8,184.2,191.4,135.20000000000005
4038,13410,4,4,115_line,47.81,3,0.109337,0.02698,0.0682,102.8,137.5,211.2,208.10000000000002
4038,13256,4,4,115_line,42.1,3,0.062373,0.01291,0.0968,133.1,148.3,207.0,151.0
4038,4144,4,4,115_line,41.48,3,0.178627,0.03421,0.03219,119.4,148.3,223.9,144.79999999999995
4038,4148,4,4,115_line,56.79,3,0.181537,0.05004,0.06698,143.2,208.3,219.7,297.9
4038,4179,4,4,115_line,62.8,3,0.258722,0.05806,0.05503,109.3,173.9,186.2,358.0
4038,4182,4,4,115_line,43.23,3,0.138227,0.04052,0.04552,129.8,179.9,217.0,162.29999999999995
4038,4149,4,4,115_line,41.64,3,0.153999,0.03103,0.03897,112.3,203.0,226.4,146.4
4040,4074,4,4,115_line,6.52,1,0.026898,0.00559,0.00413,126.0,163.0,227.7,6.52
4040,4155,4,4,115_line,17.76,1,0.03772,0.00759,0.02884,107.2,156.5,211.4,17.76
4040,4088,4,4,115_line,11.09,2,0.034334,0.00812,0.00988,120.9,166.6,200.3,11.09
4040,13296,4,4,115_line,58.7,3,0.146534,0.02796,0.08364,121.0,175.1,181.9,317.0
4040,4164,4,4,115_line,23.81,2,0.085859,0.01642,0.02289,127.3,189.2,194.8,23.81
4040,13289,4,4,115_line,24.08,2,0.086448,0.01701,0.02597,131.5,159.4,208.9,24.08
4040,4048,4,4,115_line,12.56,2,0.063067,0.01444,0.00895,119.7,127.2,181.0,12.56
4040,4154,4,4,115_line,14.66,2,0.040515,0.00886,0.0207,153.7,156.8,197.4,14.66
4040,4157,4,4,115_line,12.39,2,0.04995,0.0119,0.00709,110.5,111.6,198.7,12.39
4040,4079,4,4,115_line,11.37,2,0.053774,0.01199,0.00903,125.8,200.6,207.8,11.37
4040,4107,4,4,115_line,19.47,3,0.060372,0.01183,0.02035,124.1,129.6,246.8,19.47
4040,4042,4,4,115_line,16.05,3,0.056971,0.01093,0.0151,127.2,154.2,201.0,16.05
4040,12906,4,4,115_line,23.72,3,0.089597,0.01523,0.02224,111.2,208.8,214.0,23.72
4040,13108,4,4,115_line,24.31,3,0.046029,0.01011,0.04534,123.5,173.4,235.1,24.31
4040,13061,4,4,115_line,35.85,3,0.20984,0.04979,0.02296,123.7,170.9,235.4,88.50000000000001
4040,4128,4,4,115_line,34.97,3,0.116511,0.03558,0.03523,132.9,182.4,206.3,79.69999999999999
4040,13075,4,4,115_line,38.67,3,0.15116,0.03459,0.0366,114.5,210.8,240.9,116.70000000000002
4040,13063,4,4,115_line,35.54,3,0.139698,0.0294,0.03537,140.0,152.5,209.2,85.39999999999999
4040,13427,4,4,115_line,47.02,3,0.209771,0.04972,0.03546,102.8,149.3,176.4,200.20000000000005
4042,4068,4,4,115_line,10.48,1,0.028925,0.00653,0.00967,109.1,131.5,222.8,10.48
4042,4122,4,4,115_line,10.27,1,0.033991,0.00756,0.00927,130.0,165.6,202.8,10.27
4042,4088,4,4,115_line,9.25,0,0.016726,0.00357,0.0139,112.4,126.6,238.9,9.25
4042,4107,4,4,115_line,7.89,0,0.024735,0.00589,0.00615,143.6,156.9,201.1,7.89
4042,4066,4,4,115_line,12.03,2,0.050813,0.01044,0.00726,128.4,170.4,198.8,12.03
4042,4103,4,4,115_line,18.04,2,0.028603,0.00684,0.03761,131.1,185.4,205.1,18.04
4042,13425,4,4,115_line,13.7,2,0.039068,0.00805,0.0178,126.7,196.4,235.7,13.7
4042,4121,4,4,115_line,24.7,3,0.076849,0.01473,0.02643,143.2,186.8,189.8,24.7
4042,4089,4,4,115_line,18.14,2,0.04964,0.01187,0.02147,134.2,155.0,212.8,18.14
4042,4111,4,4,115_line,20.15,3,0.09083,0.02088,0.01574,119.5,129.8,182.0,20.15
4042,4167,4,4,115_line,22.38,3,0.065391,0.01284,0.02929,114.4,139.6,206.9,22.38
4042,4186,4,4,115_line,25.36,3,0.096831,0.02717,0.02284,134.1,138.9,203.0,25.36
4042,13093,4,4,115_line,32.35,3,0.137985,0.02688,0.0278,144.8,184.8,200.3,53.500000000000014
4042,4157,4,4,115_line,13.96,2,0.044276,0.0088,0.01503,124.8,173.4,178.8,13.96
4042,4124,4,4,115_line,49.97,3,0.130567,0.02561,0.06857,143.5,198.2,206.6,229.7
4042,4128,4,4,115_line,38.37,3,0.098345,0.01846,0.05489,117.8,120.7,191.8,113.69999999999999
4042,12906,4,4,115_line,27.81,3,0.105556,0.0324,0.02509,126.0,180.8,193.0,27.81
4042,13396,4,4,115_line,29.46,3,0.14497,0.03001,0.02284,140.2,154.6,216.9,29.46
4042,4079,4,4,115_line,19.92,3,0.077369,0.01356,0.0165,129.7,157.5,234.4,19.92
4042,4074,4,4,115_line,19.61,3,0.074316,0.01558,0.01878,136.5,203.6,206.5,19.61
4042,13296,4,4,115_line,47.67,3,0.157293,0.03077,0.05066,131.5,154.1,230.3,206.70000000000005
4042,4155,4,4,115_line,31.08,3,0.122149,0.02811,0.0291,148.8,152.6,211.7,40.79999999999998
4042,4164,4,4,115_line,37.37,3,0.100322,0.02365,0.04955,115.1,179.0,191.1,103.69999999999999
4043,4044,4,4,115_line,10.77,1,0.032747,0.00598,0.01323,137.0,171.5,190.7,10.77
4043,13075,4,4,115_line,22.25,1,0.10532,0.01919,0.01707,96.9,166.3,214.9,22.25
4043,13034,4,4,115_line,4.58,0,0.010093,0.003,0.0057,100.6,126.7,175.2,4.58
4043,4119,4,4,115_line,12.37,0,0.036502,0.00906,0.00917,144.2,200.6,206.9,12.37
4043,13427,4,4,115_line,19.65,2,0.05019,0.01064,0.02742,124.8,177.5,203.7,19.65
4043,13063,4,4,115_line,25.51,3,0.088361,0.01472,0.02629,120.4,124.3,225.3,25.51
4043,13428,4,4,115_line,24.5,2,0.070454,0.01524,0.0312,133.3,150.0,214.1,24.5
4043,4164,4,4,115_line,39.56,3,0.121208,0.02815,0.04493,116.6,117.4,222.5,125.60000000000002
4043,4185,4,4,115_line,21.68,2,0.077046,0.01346,0.02549,116.6,194.8,223.9,21.68
4043,13010,4,4,115_line,36.76,2,0.10922,0.02663,0.0469,114.0,119.6,182.8,97.59999999999998
4043,13373,4,4,115_line,40.38,3,0.116534,0.03125,0.05302,129.1,130.6,219.7,133.8
4043,4190,4,4,115_line,65.16,3,0.161212,0.04757,0.09958,136.2,137.5,227.3,381.5999999999999
4043,4128,4,4,115_line,36.48,2,0.134013,0.03527,0.0337,129.2,186.2,227.9,94.79999999999997
4043,13108,4,4,115_line,43.66,3,0.169703,0.03568,0.03518,139.3,140.2,188.5,166.59999999999997
4043,13396,4,4,115_line,42.52,3,0.039024,0.00832,0.16229,127.0,189.0,198.1,155.20000000000005
4043,13289,4,4,115_line,37.14,2,0.118885,0.02631,0.04064,144.9,184.9,222.0,101.4
4043,4124,4,4,115_line,56.83,3,0.104877,0.02264,0.12174,130.7,142.3,215.2,298.29999999999995
4043,13061,4,4,115_line,26.24,2,0.060565,0.01423,0.03797,131.5,151.7,195.8,26.24
4043,4154,4,4,115_line,45.75,3,0.158917,0.03012,0.04737,115.1,138.3,175.2,187.5
4043,4155,4,4,115_line,44.69,3,0.210334,0.05081,0.03281,129.2,190.1,225.2,176.89999999999998
4043,4129,4,4,115_line,86.68,3,0.261267,0.06065,0.096,118.7,123.9,202.7,596.8000000000001
4043,13423,4,4,115_line,60.53,3,0.238365,0.05367,0.05577,130.1,181.1,207.8,335.29999999999995
4044,13427,4,4,115_line,18.74,1,0.066798,0.01263,0.01995,149.8,165.1,221.2,18.74
4044,13034,4,4,115_line,13.11,1,0.016659,0.00463,0.03633,121.1,144.5,177.5,13.11
4044,4119,4,4,115_line,11.86,0,0.058249,0.0166,0.0066,138.3,211.7,226.0,11.86
4044,4185,4,4,115_line,29.98,1,0.111344,0.02453,0.02621,122.5,174.8,206.1,29.98
4044,13010,4,4,115_line,39.36,1,0.131472,0.02111,0.04161,110.5,121.5,240.1,123.6
4044,13075,4,4,115_line,27.86,2,0.094659,0.02528,0.03145,124.8,169.2,204.7,27.86
4044,4128,4,4,115_line,41.28,3,0.169276,0.03269,0.04186,112.6,123.5,177.8,142.8
4044,13061,4,4,115_line,29.05,3,0.091214,0.01959,0.03025,141.1,161.5,205.9,29.05
4044,13289,4,4,115_line,43.35,3,0.139804,0.03046,0.04452,116.6,168.4,175.9,163.5
4044,13428,4,4,115_line,26.8,2,0.074513,0.01288,0.03437,119.7,148.6,227.0,26.8
4044,13063,4,4,115_line,26.48,2,0.100759,0.01817,0.02622,131.2,153.6,229.6,26.48
4044,4164,4,4,115_line,40.94,2,0.117697,0.03203,0.05031,119.0,130.9,187.2,139.39999999999998
4044,4155,4,4,115_line,47.77,3,0.143734,0.04299,0.0561,122.7,171.8,192.7,207.70000000000005
4044,4129,4,4,115_line,95.53,3,0.308826,0.06359,0.10167,110.9,159.5,207.3,685.3
4044,13423,4,4,115_line,70.31,3,0.307982,0.06544,0.05597,116.3,144.9,210.0,433.1
4044,13373,4,4,115_line,49.0,2,0.132032,0.02684,0.06979,129.9,144.3,244.1,220.0
4044,4124,4,4,115_line,69.93,3,0.219924,0.04446,0.07753,136.2,145.4,200.2,429.30000000000007
4044,13400,4,1,115_line,413.95,3,2.133787,0.49662,0.29247,138.4,177.7,179.0,7738.999999999999
4044,13391,4,4,115_line,249.69,3,0.36105,0.07596,0.65504,132.4,163.7,203.9,2226.9
4044,13189,4,1,115_line,409.02,3,1.433621,0.36323,0.36023,110.7,133.0,226.8,7640.4
4044,13389,4,1,115_line,413.59,3,1.767032,0.35451,0.35279,113.1,119.6,210.4,7731.8
4044,4188,4,4,115_line,198.1,3,0.775208,0.20181,0.19668,146.7,192.4,206.8,1710.9999999999998
4044,4190,4,4,115_line,72.25,2,0.276532,0.05868,0.06559,134.9,162.5,234.5,452.5
4044,13297,4,4,115_line,193.2,3,0.810756,0.24514,0.15418,146.2,151.9,240.7,1662.0
4044,13083,4,4,115_line,159.46,3,0.525485,0.13921,0.15092,140.6,156.0,188.8,1324.6000000000001
4044,4147,4,4,115_line,67.01,3,0.126319,0.02462,0.11762,151.2,187.9,195.9,400.1
4044,4114,4,4,115_line,82.69,3,0.204611,0.04736,0.11455,105.9,153.6,208.7,556.9
4044,13228,4,4,115_line,77.21,3,0.290962,0.06631,0.07434,107.0,168.0,188.9,502.0999999999999
4048,4074,4,4,115_line,8.18,0,0.03033,0.00621,0.00585,121.6,122.4,207.6,8.18
4048,4155,4,4,115_line,6.34,0,0.015712,0.00338,0.00588,116.1,183.5,184.8,6.34
4048,4154,4,4,115_line,6.88,0,0.032528,0.00914,0.00421,114.1,151.1,233.9,6.88
4048,4157,4,4,115_line,14.03,2,0.052911,0.01044,0.01317,107.4,169.6,194.3,14.03
4048,4088,4,4,115_line,22.23,3,0.057639,0.01111,0.03087,135.9,138.9,186.3,22.23
4048,4079,4,4,115_line,12.79,2,0.051383,0.01165,0.00748,136.4,164.2,202.8,12.79
4048,12906,4,4,115_line,18.2,2,0.041458,0.00706,0.02771,113.3,190.5,212.2,18.2
4048,13289,4,4,115_line,14.19,2,0.048168,0.01031,0.01442,128.0,155.0,247.3,14.19
4048,13108,4,4,115_line,16.17,2,0.055234,0.01192,0.01675,131.8,146.5,245.9,16.17
4048,4164,4,4,115_line,10.84,2,0.01289,0.00276,0.03466,144.1,146.5,192.1,10.84
4048,13061,4,4,115_line,24.73,3,0.10078,0.02024,0.02014,104.2,179.2,192.1,24.73
4048,4128,4,4,115_line,24.94,3,0.068367,0.01876,0.03635,132.9,204.8,231.2,24.94
4048,13075,4,4,115_line,27.94,3,0.098158,0.03173,0.02746,124.9,152.7,180.7,27.94
4048,13296,4,4,115_line,72.41,3,0.268293,0.06758,0.06747,120.4,156.1,226.4,454.0999999999999
4048,13063,4,4,115_line,24.33,3,0.083177,0.01826,0.02547,125.0,195.8,229.5,24.33
4048,13427,4,4,115_line,31.02,3,0.109164,0.02341,0.03541,150.2,160.7,195.5,40.199999999999996
4048,13396,4,4,115_line,19.35,3,0.049233,0.00975,0.0277,147.8,150.5,198.3,19.35
4049,4191,4,4,115_line,17.28,1,0.063606,0.01456,0.01691,109.5,154.6,200.7,17.28
4049,13053,4,4,115_line,4.98,0,0.016423,0.00338,0.00323,132.4,175.7,225.3,4.98
4049,4194,4,4,115_line,11.02,1,0.031434,0.00639,0.00806,123.2,182.7,183.3,11.02
4049,4184,4,4,115_line,12.75,1,0.050564,0.00886,0.00885,131.3,159.9,182.8,12.75
4049,13247,4,4,115_line,8.72,0,0.042127,0.00698,0.00381,118.5,164.5,216.6,8.72
4049,13036,4,4,115_line,45.92,2,0.142811,0.03331,0.04954,114.5,146.3,194.3,189.20000000000005
4049,12970,4,4,115_line,15.55,2,0.030584,0.00711,0.02905,109.3,151.1,187.8,15.55
4049,4053,4,4,115_line,45.23,3,0.116394,0.02449,0.06135,116.2,140.4,229.5,182.29999999999995
4049,4152,4,4,115_line,49.7,3,0.21825,0.03547,0.03896,109.8,164.8,213.6,227.0
4049,4180,4,4,115_line,118.95,2,0.486328,0.07975,0.09353,126.7,151.5,220.4,20153.639640331527
4049,4087,4,4,115_line,109.64,3,0.355957,0.08601,0.10627,124.2,130.9,190.1,11626.751571621216
4049,4170,4,4,115_line,121.34,3,0.140266,0.0318,0.37483,143.4,150.2,229.2,21072.738896365176
4049,4057,4,4,115_line,119.23,3,0.491159,0.13536,0.10088,121.1,145.8,192.9,14653.296974957275
4049,7071,4,7,115_line,175.11,3,0.587312,0.13745,0.18404,124.9,186.4,212.2,73485.79330708079
4049,4110,4,4,115_line,21.73,2,0.085345,0.02025,0.01895,99.6,109.5,214.3,130.59758162205267
4049,13128,4,4,115_line,14.2,2,0.041933,0.00776,0.01662,123.7,151.5,205.3,14.2
4049,4086,4,4,115_line,9.58,2,0.04693,0.00859,0.00633,129.2,167.7,178.2,9.58
4049,4167,4,4,115_line,27.93,3,0.077462,0.01505,0.03398,99.8,118.1,207.5,27.93
4049,13093,4,4,115_line,41.2,3,0.124513,0.02433,0.04396,147.9,157.6,247.1,142.00000000000003
4049,13025,4,4,115_line,13.63,2,0.033286,0.00706,0.01842,132.6,151.1,196.3,13.63
4049,4106,4,4,115_line,21.27,3,0.061384,0.01179,0.02673,111.8,180.7,199.3,21.27
4049,4071,4,4,115_line,37.0,3,0.128854,0.03696,0.03609,119.0,152.9,209.2,100.0
4049,7380,4,7,115_line,260.54,3,0.781286,0.13382,0.28628,123.6,134.8,169.8,127469.71754474891
4049,7153,4,7,115_line,200.51,3,0.642983,0.13493,0.21095,110.7,128.5,219.0,91934.0757792374
4049,4081,4,4,115_line,99.99,3,0.479964,0.10757,0.06959,120.3,129.0,220.0,11639.344888820535
4049,4165,4,4,115_line,59.24,3,0.112168,0.02016,0.10952,128.6,170.5,220.0,2069.759572656508
4049,4067,4,4,115_line,19.31,2,0.061476,0.01317,0.0202,130.7,178.4,216.6,19.31
4049,4171,4,4,115_line,20.85,3,0.048565,0.01004,0.03145,118.0,144.4,240.2,20.85
4049,4121,4,4,115_line,26.88,3,0.087606,0.01812,0.02941,122.0,146.4,207.4,26.88
4049,4111,4,4,115_line,22.19,3,0.087061,0.0158,0.01917,115.2,142.1,197.7,22.19
4049,4186,4,4,115_line,15.73,2,0.045864,0.00791,0.01983,120.0,157.6,248.3,15.73
4049,4089,4,4,115_line,22.48,3,0.081382,0.01617,0.02351,133.9,177.9,208.8,22.48
4049,4102,4,4,115_line,21.93,3,0.064798,0.0187,0.02726,131.0,142.9,203.4,21.93
4051,12976,4,4,115_line,12.24,1,0.046353,0.00814,0.01193,143.5,198.2,218.4,12.24
4051,13256,4,4,115_line,30.25,1,0.104022,0.01893,0.02853,120.6,193.3,245.6,32.5
4051,12991,4,4,115_line,12.45,0,0.05895,0.01603,0.00625,126.6,203.2,226.6,12.45
4051,4127,4,4,115_line,19.32,0,0.043849,0.01003,0.02785,130.3,154.2,198.6,19.32
4051,4141,4,4,115_line,27.64,2,0.085449,0.01643,0.02958,125.2,148.0,241.3,27.64
4051,4112,4,4,115_line,33.32,2,0.135473,0.03278,0.02954,130.9,170.0,179.5,63.2
4051,4152,4,4,115_line,45.61,3,0.129108,0.03286,0.0588,126.5,202.0,212.9,351.85017051994953
4051,13131,4,4,115_line,34.8,2,0.09218,0.0227,0.04226,142.0,197.2,210.5,1103.4615297890737
4051,4053,4,4,115_line,50.58,3,0.1674,0.03613,0.05437,118.9,146.0,177.5,235.79999999999995
4051,4129,4,4,115_line,46.09,2,0.143793,0.03414,0.05214,135.9,172.9,196.7,190.90000000000003
4051,4124,4,4,115_line,59.7,3,0.250458,0.06321,0.05089,119.6,163.6,209.5,327.0
4051,4144,4,4,115_line,36.84,2,0.18943,0.04067,0.02394,129.7,146.7,179.6,98.40000000000003
4051,4179,4,4,115_line,44.82,2,0.172832,0.03388,0.03934,119.1,156.8,177.1,178.2
4051,4150,4,4,115_line,27.31,2,0.076612,0.01741,0.03469,138.7,142.3,242.0,27.31
4051,4064,4,4,115_line,26.41,2,0.041063,0.0077,0.06415,127.6,141.3,195.0,26.41
4051,4120,4,4,115_line,30.3,3,0.117407,0.03405,0.02672,127.0,162.8,179.6,33.00000000000001
4051,4109,4,4,115_line,29.53,3,0.102595,0.01877,0.0307,145.7,179.9,200.6,29.53
4051,4069,4,4,115_line,31.37,3,0.075803,0.01627,0.04176,127.1,132.7,223.5,43.70000000000001
4051,13410,4,4,115_line,27.94,2,0.085456,0.01669,0.03318,133.9,164.6,191.7,27.94
4051,4104,4,4,115_line,36.43,3,0.119103,0.02385,0.04345,113.7,150.5,222.3,94.3
4051,4099,4,4,115_line,34.34,2,0.073551,0.01708,0.05183,111.2,183.0,215.4,73.40000000000003
4051,4100,4,4,115_line,30.25,3,0.110598,0.02983,0.02936,145.2,201.8,214.2,32.5
4051,4054,4,4,115_line,54.5,3,0.159121,0.04741,0.06169,111.7,124.0,178.4,275.0
4051,4169,4,4,115_line,47.62,3,0.218706,0.04669,0.03481,145.9,181.3,185.3,206.2
4051,4139,4,4,115_line,41.63,2,0.119925,0.04797,0.05034,141.1,142.9,190.7,146.3
4051,4081,4,4,115_line,35.39,3,0.164458,0.03802,0.02635,128.1,157.5,188.6,83.9
4051,4123,4,4,115_line,31.05,3,0.095851,0.02037,0.03686,139.9,168.4,212.5,40.50000000000001
4051,13394,4,4,115_line,66.19,3,0.352174,0.07552,0.04363,126.1,152.4,207.3,391.9
4051,4118,4,4,115_line,55.28,3,0.162539,0.03372,0.07063,138.2,149.4,197.5,282.8
4051,4165,4,4,115_line,40.08,3,0.128208,0.02806,0.04269,136.9,162.1,175.1,1640.134590012489
4051,4130,4,4,115_line,59.62,3,0.313117,0.07447,0.03944,109.3,118.4,191.1,326.2
4051,4148,4,4,115_line,77.8,3,0.413304,0.07702,0.05005,138.3,176.4,217.1,508.0
4051,13423,4,4,115_line,67.84,3,0.160734,0.03966,0.11014,128.3,134.9,185.2,408.4000000000001
4051,12816,4,4,115_line,64.87,3,0.169277,0.03153,0.09025,134.8,179.2,230.0,378.70000000000005
4053,4112,4,4,115_line,19.44,1,0.07753,0.01855,0.01774,134.6,188.6,222.8,19.44
4053,13036,4,4,115_line,12.24,0,0.032296,0.00674,0.00938,136.1,164.1,185.9,12.24
4053,4152,4,4,115_line,14.19,1,0.056654,0.01284,0.0118,141.4,200.8,220.9,14.19
4053,13093,4,4,115_line,25.89,1,0.049594,0.01077,0.04745,109.1,158.3,208.0,25.89
4053,12970,4,4,115_line,30.14,1,0.089133,0.0213,0.0364,117.4,141.9,196.9,31.400000000000006
4053,4124,4,4,115_line,30.92,1,0.111188,0.02133,0.02945,120.3,129.5,161.9,39.20000000000002
4053,4141,4,4,115_line,24.23,1,0.070898,0.01845,0.02928,136.6,164.8,199.5,24.23
4053,13131,4,4,115_line,23.93,2,0.077475,0.01681,0.02702,119.5,179.4,201.0,23.93
4053,12991,4,4,115_line,50.86,2,0.139452,0.02828,0.06279,114.4,116.5,196.9,973.2257409071829
4053,4127,4,4,115_line,58.01,2,0.217808,0.0492,0.06072,121.5,180.2,218.3,310.09999999999997
4053,13256,4,4,115_line,78.25,3,0.32246,0.08471,0.06857,105.1,185.8,242.3,512.5
4053,4144,4,4,115_line,83.93,3,0.237139,0.0553,0.10937,124.5,154.3,193.0,569.3000000000001
4053,4179,4,4,115_line,88.09,3,0.323866,0.08329,0.07526,152.7,173.3,206.0,610.9000000000001
4053,4129,4,4,115_line,72.66,2,0.241279,0.04948,0.07975,132.2,159.5,195.7,456.5999999999999
4053,13423,4,4,115_line,81.27,3,0.243481,0.05105,0.10018,134.1,179.3,180.8,542.6999999999999
4053,12816,4,4,115_line,83.41,3,0.216603,0.03508,0.12825,112.3,114.4,188.2,564.0999999999999
4053,4130,4,4,115_line,92.37,3,0.38687,0.0881,0.07716,121.8,125.9,205.0,653.7
4053,4128,4,4,115_line,59.53,2,0.120057,0.02455,0.09641,136.9,182.8,209.2,325.29999999999995
4053,4184,4,4,115_line,35.4,2,0.168677,0.03127,0.02367,119.4,195.6,226.9,83.99999999999999
4053,4167,4,4,115_line,35.85,2,0.076837,0.02071,0.05663,98.5,134.7,185.7,88.50000000000001
4053,4191,4,4,115_line,36.84,2,0.133148,0.02496,0.03204,149.0,176.1,221.2,98.40000000000003
4053,13025,4,4,115_line,34.15,2,0.132055,0.03093,0.03132,131.9,150.3,191.4,71.49999999999999
4053,4180,4,4,115_line,80.97,3,0.254814,0.08121,0.09055,122.4,128.6,184.7,6002.36405170085
4053,13247,4,4,115_line,52.75,3,0.242143,0.05446,0.03907,129.3,149.9,207.2,257.5
4053,4110,4,4,115_line,61.12,3,0.166971,0.02802,0.08259,126.9,200.3,247.2,3514.9359173297535
4053,4165,4,4,115_line,22.89,2,0.115451,0.02174,0.01487,99.2,129.3,205.8,22.89
4053,4081,4,4,115_line,61.91,3,0.198722,0.07466,0.06872,115.1,127.8,165.4,1553.0813354375596
4053,4186,4,4,115_line,42.47,3,0.180904,0.05317,0.03396,125.5,152.5,198.6,154.7
4053,4103,4,4,115_line,44.26,2,0.083613,0.01726,0.08717,143.9,160.2,205.9,172.59999999999997
4053,12906,4,4,115_line,56.4,3,0.209995,0.0402,0.05197,122.9,126.2,177.8,294.0
4053,13396,4,4,115_line,58.02,3,0.201044,0.0369,0.05479,123.4,174.4,205.4,310.20000000000005
4053,4079,4,4,115_line,62.13,3,0.1985,0.03942,0.06771,121.9,133.0,194.6,351.3
4053,4157,4,4,115_line,61.61,3,0.233651,0.04472,0.05354,123.2,214.8,238.9,346.1
4053,4122,4,4,115_line,49.75,3,0.216461,0.03947,0.04423,148.7,172.4,216.0,227.5
4053,4194,4,4,115_line,44.8,3,0.160192,0.03352,0.04212,120.1,179.1,181.5,178.0
4053,13075,4,4,115_line,71.46,3,0.37189,0.08227,0.05066,112.9,215.0,228.4,444.5999999999999
4053,13108,4,4,115_line,59.72,3,0.16768,0.03535,0.0746,124.0,164.1,209.1,327.20000000000005
4053,13289,4,4,115_line,69.79,3,0.293031,0.06341,0.0533,131.7,191.3,225.9,427.9000000000001
4053,13034,4,4,115_line,89.09,3,0.269791,0.0591,0.10567,102.1,158.7,191.1,620.9000000000001
4053,13373,4,4,115_line,79.12,3,0.321158,0.06515,0.07258,124.4,179.7,240.6,521.2
4053,4185,4,4,115_line,95.9,3,0.292243,0.06538,0.1088,114.5,192.1,197.7,689.0
4053,12976,4,4,115_line,53.28,3,0.180915,0.04049,0.0528,124.3,144.4,206.2,1094.1950145543562
4054,4099,4,4,115_line,20.87,1,0.086954,0.02322,0.01745,100.3,129.3,228.7,20.87
4054,4169,4,4,115_line,12.93,0,0.050974,0.00879,0.01131,125.7,194.0,208.8,12.93
4054,12831,4,4,115_line,20.27,1,0.049463,0.01258,0.02641,102.2,123.3,178.5,20.27
4054,13394,4,4,115_line,21.21,2,0.092399,0.02454,0.0177,109.9,134.4,220.0,21.21
4054,4139,4,4,115_line,24.13,2,0.126139,0.02313,0.01676,134.4,135.6,222.3,24.13
4054,4104,4,4,115_line,26.37,2,0.074782,0.0174,0.03523,120.5,182.7,196.1,26.37
4054,13410,4,4,115_line,32.84,2,0.173341,0.03987,0.02177,128.5,175.6,203.4,58.400000000000034
4054,13167,4,4,115_line,32.74,3,0.112799,0.01995,0.03335,123.3,160.6,222.5,57.40000000000002
4054,4159,4,4,115_line,34.87,3,0.089687,0.02093,0.05289,114.1,187.8,194.4,276.32838321674996
4054,4145,4,4,115_line,32.42,3,0.062608,0.01394,0.06046,110.2,197.2,201.6,54.20000000000002
4054,4182,4,4,115_line,31.31,3,0.122491,0.02994,0.02706,122.8,130.5,181.7,43.09999999999999
4054,4100,4,4,115_line,33.31,3,0.137946,0.02721,0.02896,106.9,181.4,220.8,196.18954120550958
4054,4064,4,4,115_line,33.41,3,0.146787,0.03007,0.02763,106.9,146.3,188.2,64.09999999999997
4054,13256,4,4,115_line,32.43,2,0.076015,0.01517,0.05256,111.6,126.3,206.8,54.3
4054,4144,4,4,115_line,32.76,3,0.103139,0.03489,0.03953,121.0,219.1,220.2,57.59999999999998
4054,4118,4,4,115_line,31.64,3,0.128174,0.02973,0.03092,118.0,147.8,182.3,46.400000000000006
4054,4150,4,4,115_line,40.19,3,0.172616,0.0418,0.03415,105.8,165.8,173.0,285.67703447889465
4054,12976,4,4,115_line,52.01,3,0.168333,0.03157,0.05517,124.3,177.5,216.7,250.09999999999997
4054,4127,4,4,115_line,54.15,3,0.165607,0.03366,0.06183,108.6,169.3,227.4,271.5
4054,12914,4,6,115_line,40.24,3,0.14026,0.03225,0.03963,114.4,151.1,236.9,264.80000000000007
4054,4125,4,4,115_line,36.57,3,0.173945,0.02918,0.02429,119.8,137.7,205.2,95.7
4054,12888,4,4,115_line,30.26,2,0.107536,0.02394,0.02915,131.5,174.3,221.5,32.600000000000016
4054,4178,4,4,115_line,25.54,2,0.099753,0.01764,0.02325,114.3,127.8,243.8,25.54
4054,6264,4,6,115_line,41.19,3,0.129185,0.03084,0.0473,94.6,98.2,205.3,283.79999999999995
4054,6329,4,6,115_line,48.82,3,0.223493,0.05721,0.03612,119.5,122.8,232.5,436.4
4054,13226,4,4,115_line,19.77,2,0.103712,0.02512,0.01373,122.9,185.2,213.6,19.77
4054,6253,4,6,115_line,48.54,3,0.174821,0.03933,0.04936,113.3,174.9,222.8,430.79999999999995
4054,13224,4,4,115_line,19.28,2,0.090227,0.01684,0.01482,107.5,178.9,190.4,19.28
4054,4149,4,4,115_line,31.31,3,0.138986,0.03312,0.02632,135.6,159.9,226.8,43.09999999999999
4054,7275,4,7,115_line,43.65,3,0.161343,0.03279,0.04417,122.0,187.5,199.0,333.0
4055,4156,4,4,115_line,12.68,1,0.025532,0.0044,0.01244,121.7,128.9,193.3,223.17737137004673
4055,4108,4,4,115_line,14.23,1,0.038299,0.0131,0.01018,112.7,125.7,209.2,346.0071609965631
4055,4159,4,4,115_line,2.6,0,0.009297,0.00256,0.00124,157.9,165.6,184.2,2.6
4055,4087,4,4,115_line,13.22,1,0.041464,0.00965,0.01357,134.1,173.1,243.8,319.7425070600574
4055,4145,4,4,115_line,7.42,0,0.017094,0.00437,0.00649,104.8,124.5,217.8,98.82255779706225
4055,4072,4,4,115_line,5.19,0,0.014477,0.00341,0.00392,124.6,155.9,239.8,5.19
4055,4123,4,4,115_line,12.65,2,0.052365,0.01089,0.01006,132.0,180.4,213.3,70.87377171256658
4055,4109,4,4,115_line,14.2,2,0.062618,0.01231,0.00632,125.7,159.5,180.8,14.2
